Pulse;Camera;Time;Category;Comments
95872;KLDT-O5WB;51,3261;UFOs;Again, some quite impressive purple UFOs at disruption (disruption eventually goes down). Also seen by KLDT-PWA, KLDT- E5WD and KLDT-E5WC.
95867;KLDT-O5WB;51,4672;UFOs;Particularly fun purple UFO at view centre durin disruption. Also seen by KLDT-E5WC.
95852;KLDT-O5WB;46,34;UFOs;Big UFO identified as Ti event at 46.34s
95783;KLDT-O5WB;66,90518;UFOs;UFOs in frame 722, 726-727
95781;KL11-P1DB;64,5004;UFOs;UFOs flys here and there in divertor region in frame 1361-1370
95781;KLDT-O5WB;64,5004;UFOs;UFOs 'rainfall' from upper dump plate in frame 661
95768;KL11-P1DB;48,53;UFOs;Explosive lift-off of UFOs from the divertor after plasma termination
95720;KL11-P1DB;50,43786;UFOs;UFO- small one
95719;KL11-P1DB;49,41791;UFOs;More UFOs in different times: 47.338, 49.637, 50.157
95716;KLDT-O5WB;45,12257;UFOs;Small one.
95713;KLDT-O5WB;43,339;UFOs;UFO seen coming from the divertor in the bottom right part of the image, that corresponds to a increase on radiated light as SL says.
95705;KL11-P1DB;50,93;UFOs;"Material raining into the divertor after disruption; judging from the angle, originating from the outer wall"
95702;KL11-P1DB;45,69;UFOs;Lots of UFO activity in the divertor for 45.69-46.77 s
95662;KLDT-O5WB;55,69179;UFOs;Sparklies as the plasma terminates
95662;KLDT-O5WB;54,69031;UFOs;Blob of what could be Ti from Oct 4 duct
95660;KL7-P8WA;47,89749;UFOs;Oct8 UFO, possibly the Ti spike seen in spectroscopy.
95660;KLDT-O5WB;48,61479;UFOs;Oct8 NB UFO
95659;KL12-P1WA;52,02093;UFOs;UFO probably from Oct 8 NB, aligns with spectroscopy.
95659;KLDT-O5WB;55,59932;UFOs;UFO probably from Oct 4 NB
95659;KLDT-O5WB;54,23863;UFOs;UFO probably from Oct 4 NB
95659;KLDT-O5WB;48,47402;UFOs;Huge UFO probably from Oct 4 NB, hitting the inner wall.
95659;KLDT-O5WB;48,47402;UFOs;Huge UFO probably from Oct 4 NB, hitting the inner wall.
95659;KLDT-O5WB;48,11373;UFOs;UFO probably from Oct 4 NB
95655;KL11-P1DB;46,018;UFOs;UFOs from the tile 6
95655;KL1-P4DB;45,99;UFOs;huge UFO from the tile 6
95646;KL11-P1DB;46,038;UFOs;
95633;KLDT-O5WB;47,17739;UFOs;Blue flash
95610;KLDT-O5WB;66,66724;UFOs;Long UFO at the outer wall
95592;KL11-P1DB;55,137;UFOs;
95572;KLDT-O5WB;50,75033;UFOs;UFOs from outer wall fly into plasma in frames 318-320
95568;KLDT-O5WB;50,37129;UFOs;UFOs flys out from outer wall in frame 309 and spread inside plasma in frame 310
95553;KLDT-O5WB;52,18827;UFOs;Particles next to Lower Hybrid
95534;KL11-P1DB;49,77787;UFOs;UFO crosses x-point
95531;KL1-O8WA;52,22775;UFOs;Correction. What looks like a tiny amount of Mo from NIB8, can also be seen in the next frame prior the diruption.
95531;KL1-O8WA;52,22775;UFOs;What looks like a tiny amount of Cu from NIB8, can also be seen in the next frame prior th the diruption.
95531;KL11-P1DB;52,35771;UFOs;Lot of debris from tile 6 during and after the disruption.
95528;KL11-P1DB;50,11;UFOs;UFOs from Divertor Tole 5 stack C for two frames 657-658
95524;KL11-P1DA;47,7;UFOs;UFO from diveror Tile 4. Seen also from KL11-P1DB
95511;KL11-P1DB;54,03758;UFOs;UFO coming out of Tile 8 and bouncing twice before exploding into the plasma
95499;KLDT-O5WB;56,01;UFOs;Lots of flying debris for one frame
95495;KLDT-E5WD;58,95;UFOs;Very large plume of Be particles from the inner wall during disruption.
95494;KLDT-O5WB;49,3;UFOs;Ti UFO from lower than usual -in front of LH antenna?
95488;KLDT-O5WB;53,975;UFOs;Titanium UFO from the usual place - first one for a while!
95485;KL12-O1WC;49,328;UFOs;Purple and orange UFOs seen on KL12 and KL7 - from Octant 8?
95463;KLDT-O5WB;46,1;UFOs;Frame: 202 . According to Ivor is Copper
95460;KLDT-O5WB;46,57347;UFOs;Frame: 214. According to Ivor the influx is Titanium
95441;KLDT-O5WB;54,59;UFOs;Dump plate again
95435;KLDT-O5WB;52,409;UFOs;Dump plates - causing radiation in plasma
95434;KLDT-O5WB;53,15;UFOs;Dump plate
95431;KLDT-O5WB;52,90857;UFOs;Dump plate
95429;KLDT-O5WB;53,49176;UFOs;Dump plate debris
95428;KLDT-O5WB;55,69659;UFOs;Near the dump plates
95400;KL11-P1DA;58,04086;UFOs;Fireworks during disruption
95383;KLDT-O5WB;51,16754;UFOs;Big UFO at 51.16754s and other smaller at 55.53117s
95380;KLDT-O5WB;50,78;UFOs;UFOs also at 50.902, 51.422, 51.545s
95379;KL11-P1DB;53,43762;UFOs;UFOs on T8 previous to a disruption
95375;KLDT-O5WB;53,35868;UFOs;Constellation of UFOs
95374;KLDT-O5WB;50,81901;UFOs;
95364;KLDT-O5WB;50,88534;UFOs;Shower of UFOs very likely from the limiters. Also visible on the Evolve.
95333;KLDT-O5WB;49,28908;UFOs;Frame: 282, UFO next to the Outer Poloidal Limiter
95319;KLDT-O5WB;48,36104;UFOs;Lot of material coming from inner wall from this point to the disruption.
95314;KLDT-O5WB;47,01321;UFOs;Ni UFO
95310;KL11-P1DB;63,837;UFOs;ufos in divertor
95303;KLDT-O5WB;61,878;UFOs;flake from LH launcher?
95297;KL11-P1DA;58,06121;UFOs;"The upper shoulder of tile 8 gets hot for 1 frame. Then small UFOs. The one very longlasting bouncing UFO falls into the divertor.
Coincides with tungsten peak."
95275;KL11-P1DB;55,76;UFOs;A UFO enters the divertor, realizes it forgot something and doubles back
95273;KL11-P1DB;50,99;UFOs;Something flies through the divertor after the end of the plasma
95266;KLDT-O5WB;47,8602;UFOs;Cloud of ufos near poloidal limiter during disruption
95206;KLDT-O5WB;52,07208;UFOs;Blue sparks on tile 1, no associated spectroscopy but could be Be
95179;KL11-P1DB;46,038;UFOs;Spray of UFOs from top of the outer divertor during a slow disruption.
95175;KL11-P1DA;48,081;UFOs;Fireworks on the divertor lasting for several frames as the plasma goes down
95163;KL11-P1DA;48,00145;UFOs;A small rocket takes off from the divertor.
95162;KLDT-E5WD;57,525;UFOs;Same again - fireworks on both inner and outer wall in Be-II
95161;KLDT-E5WD;57,05;UFOs;Spectacular views in experimental camera with Be-II filter. Nothing to be seen on protection cameras.
95155;KL11-P1DA;48,92125;UFOs;UFO falls into the divertor from above after the disruption.
95123;KL11-P1DB;48,35;UFOs;UFOs maybe due to inner wall spray.
95106;KL11-P1DB;64,03;UFOs;UFOs launching from the outer divertor
95089;KL11-P1DB;57,13733;UFOs;UFO from dicertor
94981;KL11-P1DB;56,157;UFOs;Some UFOs from top of tile 8 during the disruption.
94980;KLDT-O5WB;51,919;UFOs;Blue thing apparently from just above midplane near or on the antennas?
94964;KLDT-O5WB;41,96688;UFOs;Frames: 99, 384 and 396 they are coming from different locations
94962;KLDT-O5WB;42,087;UFOs;"Frame: 102-103. It seems to come out from the saddle coils (""lower sausages"")"
94949;KLDT-O5WB;47,30597;UFOs;UFOs seem to come from outer wall.
94940;KL11-P1DA;45,56151;UFOs;Repeated UFOs from tile 6
94939;KL11-P1DA;45,50092;UFOs;Severe UFOs from tile 6
94938;KL11-P1DA;46,98077;UFOs;Very severe UFO storm jsut before the disruption, probably coming from Tile 6
94921;KL11-P1DB;44,81823;UFOs;What is this?
94920;KL11-P1DB;45,27823;UFOs;There is a large UFO moving slowly between tiles 5 and 6
94917;KL11-P1DB;41,4;UFOs;At the starting of the discharge, the huge amount of UFO. Taking a look to the video is possible to appreciate that there are some deposits which are heated and go as UFO. After that...disruption happens. The UFO are seen in all the cameras and they are sometimes really big
94913;KLDT-O5WB;56,51011;UFOs;A lot of UFOs! (visible cam)
94913;KLDT-E5WC;56,389;UFOs;A lot of UFOs!
94912;KLDT-O5WB;49,31033;UFOs;
94911;KLDT-O5WB;56,57191;UFOs;UFOs during disruption
94911;KLDT-O5WB;51,08749;UFOs;UFOs in upper part of vessel
94911;KL11-P1DB;56,4374;UFOs;UFOs after disruption
94905;KLDT-O5WB;58,53658;UFOs;Wierd behaviour where UFO's hang in space for several frames, as if frames are overlapping. Frame function left on!
94905;KLDT-O5WB;58,53658;UFOs;Wierd behaviour where UFO's hang in space for several frames, as if frames are overlapping.
94904;KLDT-O5WB;58,14101;UFOs;Firework display throughout drawn out disruption
94896;KL7-P8WA;53,89;UFOs;"UFOs flying into the plasma from the outer wall (?), followed by a disruption; seen brighter by KL1- O8WA"
94892;KL11-P1DB;59,99;UFOs;Showers of UFOs in the divertor before and after a disruption
94891;KL11-P1DB;53,77;UFOs;Lonely UFO bouncing back and forth in the outer divertor after a disruption
94890;KL11-P1DB;61,43;UFOs;Material falling into the divertor after plasma contact with the outer wall
94889;KL11-P1DB;47,07;UFOs;UFOs entering the divertor at 47.07 s and 47.63 s
94888;KL11-P1DB;55,89;UFOs;"A shower of UFOs launching from small hotspots on tile 7; more UFOs in the outer divertor at 59.07"
94887;KL11-P1DB;51,25;UFOs;UFO bouncing on tile 8
94885;KLDT-O5WB;41,5562;UFOs;Frame: 88-90 and 117. Seem to originate from Outer limiter
94873;KL1-O8WA;47,24372;UFOs;Large flashes over a large area. Mixed impurities seen in spectroscopy.
94872;KLDT-O5WB;48,3002;UFOs;Very bright flare on one frame, outboard wall
94862;KL11-P1DB;42,498;UFOs;UFO
94860;KL11-P1DB;42,01845;UFOs;
94828;KLDT-O5WB;56,59;UFOs;Large UFO from the top in the usual titanium location.
94800;KLDT-O5WB;47,63704;UFOs;Frame: 240 found near Upper Dump Plate
94800;KLDT-O5WB;47,87722;UFOs;large UFO frame: 246, Identify as Al2O3. Tt looks as if falling from the top
94798;KL11-P1DA;45,58142;UFOs;Frame: 430 - shower of junk
94797;KLDT-O5WB;49,6775;UFOs;Identified as Ni Frames: 287-293
94797;KLDT-O5WB;49,6775;UFOs;Identified as Ni Frames: 287-293
94796;KLDT-O5WB;46,05712;UFOs;Frame: 201. Related to the gass puffing. According to SL, nothing to worry about
94794;KLDT-O5WB;46,63019;UFOs;on the inner guard limiter. Identified by the KLDT-E5WD as Be
94789;KL11-P1DB;48,53;UFOs;"Toroidally symmetric (within the camera field of view) lift-off of explosive UFOs from tile 4; seen also with W I filter on KL11-E1DE"
94788;KL11-P1DB;44,2;UFOs;Bright UFO flying through the inner divertor, followed by smaller ones around the divertor
94787;KL11-P1DB;50,27;UFOs;"Material raining into the divertor after a disruption; seen also by KL13-P7SA and (possibly) KLDT- P5TB"
94783;KL11-P1DB;50,89;UFOs;Shower of UFOs arising from the outer divertor, more UFOs at 49.35 s, 51.15 s, 51.37 s,
94750;KL11-P1DB;52,63769;UFOs;UFO in tiles 0/1
94749;KL11-P1DB;49,0;UFOs;There are a lot of UFOs in this shot
94747;KL11-P1DB;48,37798;UFOs;UFO towards the inner divertor. Then more UFOs during the discharge
94729;KLDT-O5WB;52,08911;UFOs;
94715;KL1-O8WA;53,65428;UFOs;Molybdenum
94658;KL11-P1DA;48,30074;UFOs;UFOs apparently from tile 5
94645;KL11-P1DA;55,72;UFOs;Low current disruption but lots of particles
94637;KLDT-O5WB;47,457;UFOs;"Large UFO near Oct 4 beam duct / wOPLs. Another big bright flash at
50.579. The plasma doesn't seem to notice either?"
94634;KLDT-O5WB;48,048;UFOs;UFOs near Oct 4 beam duct / limiters. More around 49.6,
94628;KL11-P1DB;54,91751;UFOs;Flying UFOs starting at 54.91751 and lasting several frames.
94623;KL11-P1DB;55,79745;UFOs;UFOs from T9 also visible from KL11-P1DA
94617;KL11-P1DB;48,37;UFOs;"UFO activity in the inner divertor between 48.37-49.2 s; one launching from tile 7 at 53.15 s"
94615;KLDT-O5WB;49,85;UFOs;"UFO at the outer limiter; not seen in the protection cameras"
94614;KLDT-O5WB;51,3;UFOs;"UFO at upper dump plate; smaller one at 52.78; not seen in protection cameras"
94614;KL11-P1DB;53,01;UFOs;"UFO in the outer divertor; fireworks during disruption at 55.83"
94613;KL11-P1DB;55,79;UFOs;Lots of UFOs in the divertor after disruption, seen also with W I filter on KL11-E1DF
94611;KLDT-E5WD;48,519;UFOs;
94608;KLDT-E5WD;47,6673;UFOs;Pedro was able to spot this (his credit)
94606;KLDT-E5WD;53,1616;UFOs;
94606;KLDT-E5WE;50,3163;UFOs;
94588;KL11-P1DB;56,2148;UFOs;UFOs from divertor after disruption.
94547;KLDT-O5WB;44,41449;UFOs;UFO coming from left for one frame
94532;KL11-P1DB;47,37805;UFOs;Strange UFO, looks like large thing.
94519;KL11-P1DA;51,041;UFOs;UFOs from the top of tile 8 (?) after the disruption.
94515;KL7-E8WB;51,1;UFOs;Cloud of slow-moving particles expelled from the outer wall
94514;KL11-P1DB;46,078;UFOs;UFOs coming from Tile 5 between stack B and C.
94511;KL11-P1DB;51,158;UFOs;UFOs from Tile 5 stack D
94511;KL11-P1DB;48,938;UFOs;UFOs from Tile 5 stack B
94506;KLDT-O5WB;47,773;UFOs;ILA hotspot / particles visible on OpCam before the mode lock / disruption.
94489;KL11-P1DA;56,8;UFOs;UFOs in Divertor followed by large W peak and disruption.
94476;KLDT-O5WB;51,485;UFOs;Large mystery UFO from somewhere near the mushrooms? Associated with huge bolometer spike but not much spectroscopy signal.
94476;KL11-P1DA;57,041;UFOs;UFOs liberated from delaminating curve/nose on Tile 7 at disruption.
94473;KL11-P1DB;48,698;UFOs;UFOs at both inner and outer strike points at disruption - UFOs go toroidally in the same direction as the plasma flow to the target!
94460;KL11-P1DA;49,221;UFOs;Similar to previous cleaning pulses: UFOs from tile 6 and a raised temperature limit.
94459;KL11-P1DA;49,0;UFOs;UFOs in later part of cleaning pools, temperature limit at 1200 to be sure to avoid hotspots on tile 6 stack D.
94458;KL11-P1DA;52,1;UFOs;UFOs from tile 6 when strikepoint is on the tile
94453;KL11-P1DB;44,0;UFOs;MAny UFOs during clean up puls especially after 49s
94452;KL11-P1DB;52,0;UFOs;Many UFOs triggered by SPI also some earlier in the puls
94451;KL11-P1DB;41,5;UFOs;UFOs until the end of the puls nice fireworks
94448;KL11-P1DB;41,5;UFOs;Fireworks in the divertor (mostly from the low field side) going on until the disruption
94447;KL11-P1DB;51,918;UFOs;"UFOs from tile 7 during disruption, more at 52.138 and especially in
52.5 also in kamera KL1-P4DB, KL11-P1DA, KL2D-P8TB"
94442;KL7-P8WA;53,017;UFOs;UFO which is at the same time as the peak in Aluminium impurity
94437;KL11-P1DA;48,541;UFOs;Something falling to divertor and then producing UFO? Strange thing
94432;KLDT-O5WB;52,8;UFOs;A lot of UFOs like Christmas lightening
94430;KL11-P1DB;47,118;UFOs;"Wc event on Tile 6 at 47.11s frames 507-509 and at 47.27s 515-516,
also seeing by KL11-P4DA"
94423;KL11-P1DB;53,418;UFOs;Some UFOs fly from the divertor
94422;KLDT-P5WA;52,158;UFOs;cloud of sparks from divertor
94422;KL11-P1DB;52,158;UFOs;UFOs from Tile 8 after disruption
94422;KLDT-O5WB;48,913;UFOs;Small UFOs in top left of frame
94408;KL1-O8WA;48,789;UFOs;Many UFOs probably from NBI 8 just before the disruption
94397;KL11-P1DA;52,181;UFOs;Unusual heating on the top of tile 8, seeming to give rise to extensive UFOs, followed by disruption several frames later.
94392;KLDT-O5WB;51,845;UFOs;Again UFOs near UDPT. They reappear regularly until 56.408 Titanium?
94392;KLDT-O5WB;49,923;UFOs;UFO in the outer wall closs to REION4
94387;KL11-P1DA;52,261;UFOs + Disruption;Lot of UFOs from divertor before and after the disruption. Before disruption UFOs seem to be coming from Tile 8
94386;KLDT-O5WB;54,758;UFOs;UFO near UDP lasting 1 frame 418. Titanium?
94386;KLDT-O5WB;54,238;UFOs;UFO near UDP lasting 1 frame 405. Titanium?
94386;KLDT-O5WB;53,917;UFOs;UFO near UDP lasting two frames 397-398. Titanium?
94381;KLDT-O5WB;50,331;UFOs;More Ti events, around ~8-10. Frame: 308
94380;KLDT-O5WB;50,859;UFOs;Identified as Ti, UDPT, Frame: 321 and continues with more events
94379;KLDT-O5WB;50,0157;UFOs;Identified as Ti, UPDT, Frame: 301, there are many more events (around ~10). There is a big one at frame: 341
94378;KLDT-O5WB;53,527;UFOs;Identified as Ti, UDPT, Frame: 387
94378;KLDT-O5WB;52,486;UFOs;Identified as Ti, UDPT, Frame: 361
94378;KLDT-O5WB;50,885;UFOs;Identified as Ti, UDPT, Frame: 321
94377;KLDT-O5WB;53,418;UFOs;Frame: 385, near the ILA?
94377;KLDT-O5WB;54,139;UFOs;Identified as Ti, UPDT, Frame: 403
94376;KLDT-O5WB;51,157;UFOs;Identified as Ti, UPDT, approximately seven events starting from Frame: 328,
94375;KLDT-O5WB;53,291;UFOs;Identified as Ti, UDPT, Frame: 381 and subsequently again at Frame: 406 and then at frame: 462
94374;KL1-O8WA;54,477;UFOs;Identified as Fe, Frame: 413
94374;KLDT-O5WB;50,255;UFOs;Titanium falling from the top Frame: 306-308
94373;KL1-O8WA;52,802;UFOs;Falling down from outer wall Frame: 369
94368;KLDT-O5WB;54,113;UFOs;Frame: 402
94366;KLDT-O5WB;40,259;UFOs;Not sure if UFOs coming from Reionisation tile
94365;KLDT-O5WB;51,4;UFOs;Ni
94363;KL11-P1DB;51,258;UFOs;Shower of UFOs corresponding to W influx.
94358;KL11-P1DB;50,24;UFOs;Alot of UFOs in the puls also at 51.16, 52.88 for this camera
94357;KL11-P1DB;50,538;UFOs;Strange UFO possibly from tile 7
94352;KL11-P1DB;46,2;UFOs;UFOs during the pulse followed by disruption and more UFOs also hotspots before UFOs are formed
94351;KLDT-P5TB;63,7;UFOs;UFOS's from Tile 6 followed by disruption also in KL11-P1DB, KL1- P4DB, KL11-P1DA ...
94350;KLDT-P5TB;64,734;UFOs;Massive cloud of UFO coming from tile 6 (M14T6B) at the moment of the disruption
94347;KL1-P4DB;54,358;UFOs;Visible UFO flying off from the outer divertor
94328;KLDT-O5WB;40,849;UFOs;Cloud of UFOs from inner poloidal limiter
94314;KL11-P1DB;51,658;UFOs;UFO. Also, the temperature in DVWC (tile 6) up to 900 C and also in DVWB. Put attention in the next discharge
94314;KL11-P1DB;51,658;UFOs;UFOs orginated from Tile 6
94292;KLDT-O5WB;;UFOs;PLasma interacting with ILA frame, Camera Frame: 61 @40.452s
94292;KLDT-O5WB;;UFOs;PLasma interacting with ILA frame, Camera Frame: 61 @40.452s
94251;KL11-P1DB;50,398;UFOs;UFO flying through the divertor
94247;KL11-P1DA;53,002;UFOs;UFOs in t + 52 s. On the other hand, once the SP moves outwards the tiles5 and 6 become hot.
94246;KL11-P1DB;48,478;UFOs;UFOs, very clear (also another one at t _ 48.658)
94232;KLDT-O5WB;;UFOs;Ti from the top @ Frame: 103 and temperature peak (775C) on the ILA antenna @ Frame: 109
94219;KL11-P1DB;51,978;UFOs;Very large number of UFOs from top of outer divertor during disruption.
94215;KL11-P1DB;55,497;UFOs;Large number of UFOs from top of the divertor due to disruption - continues until about 57.1s
94214;KL11-P1DB;48,198;UFOs;Several bursts of UFOs from Tile 6 between 48.2 - 48.3s, and one from inner target at 48.2.
94212;KLDT-O5WB;;UFOs;Frame: 231, Time: 47.250s
94211;KLDT-O5WB;;UFOs;Frame: 221, Time: 46.855s
94211;KLDT-O5WB;;UFOs;Frame: 286, Time: 49.457, Ti falling from UDPT
94209;KLDT-O5WB;;UFOs;"frame: 329; Time: 51.186s; Titanium influx confirmed by spectroscopy"
94208;KLDT-O5WB;;UFOs;"Frames: 277-281, Time: 49.149,
UFOs at the UDPT, possibly Ti?"
94207;KLDT-O5WB;;UFOs;"Frame: 337-338, Time: 51.557,
UFOs flying near Outer limiter"
94206;KLDT-O5WB;;UFOs;Frame: 323, material falling from the top
94182;KLDT-O5WB;48,825;UFOs;Ti influx
94181;KLDT-O5WB;49,902;UFOs;Ti influx
94174;KLDT-O5WB;61,14;UFOs;Ti influx
94171;KL11-P1DA;51,401;UFOs;UFO on inner side of image starting frame 721
94161;KLDT-O5WB;48,41;UFOs;Ti to the side of the upper dump plate. Could be KL10
94135;KLDT-O5WB;49,621;UFOs;UFO at top of machine
94131;KL11-P1DA;53,241;UFOs;Giant UFO starting 53.241
94129;KL1-O8WA;53,007;UFOs;Various blurred UFO's until 53.407
94129;KLDT-O5WB;52,865;UFOs;UFO at top.
94129;KLDT-O5WB;48,702;UFOs;Big UFO appears to fall from the top over several frames. Also small UFOs on outboard and inboard)
94098;KL1-O8WA;42,21;UFOs???;"Not sure what this is. Starts at
42.210 and lasts for several frames"
94098;KL1-O8WA;40,17;UFOs;Starts at 40.170 for two frames (56-57)
94093;KLDT-O5WB;48,979;UFOs;
94089;KLDT-O5WB;51,38;UFOs;"Big UFO visible at 51.34, 51.38,
51.42 (also UFOs at 47.97, 49.01,
49.05, 49.73, 49.77, 50.37, 50.93s)"
94087;KLDT-O5WB;48,504;UFOs;"UFOs mostly at the top near upper dump plates @ 48.50, 51.26, 51.30,
51.98, 52.42, 52.98s"
94086;KLDT-O5WB;50,71;UFOs;"Nice UFO (also at 50.87, 51.03,
51.31, 52.23, 52.27s)"
94085;KLDT-O5WB;50,226;UFOs;UFOs near REION plates in Oct 4 (also in the next frame at 50.266)
94085;KLDT-O5WB;52,348;UFOs;"Big UFO at the top (also at 48.50, 48.78, 49.10, 49.38, 49.42, 52.62,
55.19, 55.71, 56.51s)"
94048;KLDT-P5TB;44,886;UFOs;Many UFOs from T6 starting at this time. Even the slope on T6 seems to be a disaster area for impurities : (
94045;KLDT-P5TB;50,008;UFOs;Lots of UFOs from extension tile again...coniditioning!
94044;KLDT-P5TB;45,797;UFOs;Lots of UFOs liberated from M14T6B (extension tile). Looks like we're cleaning up that tile extension! But it was bad news for the plasma which disrupted.
94043;KL11-P1DB;50,258;UFOs;Spidery explosing UFO at inboard divertor.
94040;KL11-P1DB;46,798;UFOs;Nice bouncing UFOs produced by disruption.
94031;KL11-P1DB;49,138;UFOs;"Lots of UFOs above tile 1 after
49.138 s and on tile 5 at 52.498 s"
94009;KL11-P1DB;49,518;UFOs;UFO for 2 frames
93933;KL11-P1DA;52,181;UFOs;DIVM07T6A hotspot disappears as UFO
93929;KL11-P1DB;47,138;UFOs;UFOs in the divertor at 47.138 s and 51.278 s
93928;KL11-P1DB;51,578;UFOs;UFO lifting off from the outer divertor
93927;KL11-P1DB;52,218;UFOs;Bright UFO lifting off from a hotspot on tile 8
93922;KL11-P1DB;44,918;UFOs;UFOs bouncing on tile 5 at 44.918 s and 46.398 s
93920;KL11-P1DB;43,998;UFOs;UFOs fly into the divertor at 43.998 s, 44.098 s and 44.838 s
93919;KL11-P1DB;51,018;UFOs;Lots of UFOs dancing in the divertor
93916;KL11-P1DB;55,857;UFOs;Firework-like UFOs after disruption
93915;KL11-P1DB;47,378;UFOs;UFO lifting off from tile 8
93913;KLDT-O5WB;56,699;UFOs;UFO taking off vertically from Tile 5
93901;KL11-P1DB;53,778;UFOs;Particularly good bouncing UFO enters the view with a parabolic trajectory before bouncing off tiles 7, 6 and 5.
93831;KL11-P1DB;46,319;UFOs;UFO bouncing from tile 1
93772;KL11-P1DB;54,458;UFOs;Loads of material flying off from outer divertor before disruption
93770;KL11-P1DB;53,178;UFOs;UFO lifting off from outer divertor
93738;KL11-P1DB;53,038;UFOs;Eruption from a spot on tile 8
93738;KLDT-P5TB;48,911;UFOs;UFOs from tile 6
93738;KL11-P1DB;42,778;UFOs;9 frames in divertor zone
93737;KLDT-P5WA;47,576;UFOs;Apparent hotspots left on the inner and outer wall after the disruption (runaways??)
93737;KL13-P7SA;47,621;UFOs;UFOs seen against background of IWGL. 10 frames
93737;KL11-P1DB;47,518;UFOs;UFOs in divertor zone starting just before the divertor flash
93736;KL11-P1DA;57,422;UFOs;Large spray of UFOs in divertor zone
93736;KL11-P1DB;57,417;UFOs;Large spray of UFOs in divertor zone
93727;KLDT-O5WB;50,928;UFOs;UFOs close to LH frame (Frames 322-324)
93714;KLDT-E5WE;52,668;UFOs;Series of UFOs possibly from outer limiters - largest one spectacularly explodes! Also seen on KLDT- O5WB.
93710;KLDT-O5WB;49,711;UFOs;Small UFO near the outboard midplane.
93651;KL12-O1WC;41,295;UFOs;Frames = 84-85
93532;KLDT-E5WD;50,522;UFOs;UFO also visible here
93532;KLDT-O5WB;50,5;UFOs;UFO in frames 312 and 313
93531;KLDT-O5WB;45,727;UFOs;UFO appears in frame 193.
93530;KLDT-O5WB;42,178;UFOs;Small white smudge moves around for 3 frames
93446;KL11-P1DB;;UFOs;UFO at 51.778s and hotspot outside ROI
93395;KL1-O8WA;49,709;UFOs;"Something ""flying"" from inner wall.
It only lasts for two frames (294-295)."
93348;KL11-P1DB;45,118;UFOs;UFO bouncing from T8
93315;KL12-O1WC;42,286;UFOs;Not sure what it is on the inner wall.
93305;KLDT-O5WB;44,1;UFOs;"UFO bouncing in the divertor; seen also (less clearly) with KLDT-P5WA"
93304;KL11-P1DB;47,679;UFOs;"Sparky UFOs lifting off from tile 8 during a disruption; also seen with KL11-P1DA"
93302;KL11-P1DB;55,419;UFOs;UFO lifting off from tile 4
93283;KL11-P1DB;47,538;UFOs;Bouncing UFO hitting tile 1 @ frame 529
93276;KLDT-O5WB;;UFOs;UFOs spoted at frames 67-68 and 71
93273;KLDT-O5WB;40,3;UFOs;Frame 57 UFO spoted at IWGL side and @ frames 65-66 UFOs or dropping particle from the upper side of vessel
93265;KL12-O1WC;73,457;UFOs;Particularly impressive UFO arrives in the view toroidally in the divertor, then bounces off the outer divertor, inner divertor, up the inner wall and up to the top, breaking up on the way.
93234;KLDT-O5WB;52,653;UFOs;First divertor pulse - disrupts generating particles seen in operations cam. Hotspot also visible in WiDy for one frame. Could have been due to slideaway electrons caused by low density.
93211;KL7-P8WA;;UFOs;t=56.2s a UFO is seen coming out of the RF antenna - well after the RF power is switched off. Appears as blue UFOs on KLDT-O5WB.
93195;KL11-P1DB;41,95;UFOs;UFO in the divertor
93173;KL11-P1DB;;UFOs;UFO at 55.477s
93160;KLDT-O5WB;53,419;UFOs;Big blob of copper from Oct 4 NBI leading to disruption, very clear on KLDT-05WB.
93138;KL11-P1DB;59,39;UFOs;Explosive UFO lifting off from the corner of tiles 4 and 5
93138;KL11-P1DB;57,3;UFOs;UFO in the divertor
93015;KL12-O1WC;67,685;UFOs;UFO near upper HFS wall
92845;KL7-P8WA;60,0;UFOs;Blob of Fe radiation (according to spectroscopy) in outboard side octant 1 or 2
92834;KL11-P1DB;50,3;UFOs;"Bright UFOs in the divertor during 50.3-51.7 s; occasional weaker ones through the rest of the pulse"
92833;KL11-P1DB;50,0;UFOs;"Lots of UFOs in the divertor from
50.0 s until the end of pulse"
92832;KL11-P1DB;57,0;UFOs;"Bright UFOs in divertor; also seen on KL11-P1DA"
92812;KL13-P7SA;42,261;UFOs;Impressive UFOs lasting several frames.
92812;KLDT-O5WB;42,212;UFOs;They last for several frames.
92774;KL11-P1DB;46,49;UFOs;UFO traveling from tile 4 to tile 5 (frames 476-478). Inner strike point on tile 4, may have hit bottom edge of tile 3.
92760;KL12-O1WC;44,254;UFOs;Again UFOs in the inner wall as seen before. Mybe reflection??
92758;KL12-O1WC;42,223;UFOs;UFOs on the inner wall
92755;KL12-O1WC;59,112;UFOs;UFOs on the inner wall
92754;KL12-O1WC;58,606;UFOs;UFOs start at 58.606 and continue to end of the pulse at 59.926s.
92749;KL12-O1WC;60,086;UFOs;Usual UFOs
92747;KL12-O1WC;52,2;UFOs;More UFOs on than the previous due to higher upper triangularity
92745;KL12-O1WC;60,625;UFOs;Small UFO as before
92741;KL12-O1WC;41,08;UFOs;More UFOs on high field side, particularly big one early on.
92740;KL12-O1WC;66,9;UFOs;UFO on the HFS
92739;KL12-O1WC;65,0;UFOs;UFOs on the HFS
92738;KL12-O1WC;57,5;UFOs;UFO on the HFS
